imageID,parameter,parameterValue,parameterUnit,processedBy,replicate,imageFile,comments,metadataID,updateID
MK Electro 013.jpg,X6,136.334,,CB,,,,,
MK Electro 014.jpg,X6,145.207,,CB,,,,,
MK Electro 015.jpg,X6,158.277,,CB,,,,,
MK Electro2 001.jpg,X6,157.533,,CB,,,,,
MK Electro2 002.jpg,X6,135.643,,CB,,,,,
MK Electro2 003.jpg,X6,144.516,,CB,,,,,
MK Electro2 004.jpg,X6,139.237,,CB,,,,,
MK Electro2 005.jpg,X6,140.497,,CB,,,,,
MK Electro2 006.jpg,X6,161.943,,CB,,,,,
MK Electro2 007.jpg,X6,141.547,,CB,,,,,
MK Electro2 008.jpg,X6,143.772,,CB,,,,,
MK Electro2 009.jpg,X6,144.41,,CB,,,,,
MK Electro2 010.jpg,X6,150.254,,CB,,,,,
MK Electro2 011.jpg,X6,135.616,,CB,,,,,
MK Electro2 012.jpg,X6,160.243,,CB,,,,,
MK Electro2 013.jpg,X6,155.089,,CB,,,,,
MK Electro2 014.jpg,X6,148.714,,CB,,,,,
MK Electro2 015.jpg,X6,134.156,,CB,,,,,
OB Electro 001.jpg,X6,154.824,,CB,,,,,
OB Electro 002.jpg,X6,145.85,,CB,,,,,
OB Electro 003.jpg,X6,156.152,,CB,,,,,
OB Electro 004.jpg,X6,168.903,,CB,,,,,
OB Electro 005.jpg,X6,160.881,,CB,,,,,
OB Electro 006.jpg,X6,157.108,,CB,,,,,
OB Electro 007.jpg,X6,139.256,,CB,,,,,
OB Electro 008.jpg,X6,144.994,,CB,,,,,
OB Electro 009.jpg,X6,149.298,,CB,,,,,
OB Electro 010.jpg,X6,169.541,,CB,,,,,
OB Electro 011.jpg,X6,158.065,,CB,,,,,
OB Electro 012.jpg,X6,152.964,,CB,,,,,
OB Electro 013.jpg,X6,164.653,,CB,,,,,
OB Electro 014.jpg,X6,169.86,,CB,,,,,
OB Electro 015.jpg,X6,131.924,,CB,,,,,
OB FN 001.jpg,X6,149.458,,CB,,,,,
OB FN 002.jpg,X6,162.96,,CB,,,,,
OB FN 003.jpg,X6,159.234,,CB,,,,,
OB FN 004.jpg,X6,175.014,,CB,,,,,
OB FN 005.jpg,X6,152.273,,CB,,,,,
OB FN 006.jpg,X6,161.199,,CB,,,,,
OB FN 007.jpg,X6,168.797,,CB,,,,,
OB FN 008.jpg,X6,145.845,,CB,,,,,
OB FN 009.jpg,X6,149.351,,CB,,,,,
OB FN 010.jpg,X6,146.27,,CB,,,,,
OB FN 011.jpg,X6,160.084,,CB,,,,,
OB FN 012.jpg,X6,181.389,,CB,,,,,
OB FN 013.jpg,X6,186.596,,CB,,,,,
OB FN 014.jpg,X6,145.685,,CB,,,,,
OB FN 015.jpg,X6,138.619,,CB,,,,,
PP FN 001.jpg,X6,158.637,,CB,,,,,
PP FN 002.jpg,X6,149.365,,CB,,,,,
PP FN 003.jpg,X6,150.318,,CB,,,,,
PP FN 004.jpg,X6,149.418,,CB,,,,,
PP FN 005.jpg,X6,141.417,,CB,,,,,
PP FN 006.jpg,X6,135.112,,CB,,,,,
PP FN 007.jpg,X6,165.26,,CB,,,,,
PP FN 008.jpg,X6,153.815,,CB,,,,,
PP FN 009.jpg,X6,138.715,,CB,,,,,
PP FN 010.jpg,X6,159.644,,CB,,,,,
PP FN 011.jpg,X6,142.742,,CB,,,,,
PP FN 012.jpg,X6,157.312,,CB,,,,,
PP FN 013.jpg,X6,164.412,,CB,,,,,
PP FN 014.jpg,X6,160.121,,CB,,,,,
PP FN 015.jpg,X6,143.483,,CB,,,,,
PP FN 016.jpg,X6,135.589,,CB,,,,,
PP FN 017.jpg,X6,147.881,,CB,,,,,
PP FN 018.jpg,X6,155.246,,CB,,,,,
PP FN 019.jpg,X6,156.306,,CB,,,,,
PP FN 020.jpg,X6,155.776,,CB,,,,,
PP FN 021.jpg,X6,132.78,,CB,,,,,
PP FN 022.jpg,X6,139.351,,CB,,,,,
PP FN 023.jpg,X6,133.257,,CB,,,,,
PP FN 024.jpg,X6,148.835,,CB,,,,,
PP FN 025.jpg,X6,150.265,,CB,,,,,
PP FN 026.jpg,X6,149.736,,CB,,,,,
PP FN 027.jpg,X6,142.106,,CB,,,,,
PP FN 028.jpg,X6,143.536,,CB,,,,,
PP FN 029.jpg,X6,135.377,,CB,,,,,
PP FN 030.jpg,X6,136.913,,CB,,,,,
RB FN4 001.jpg,X6,176.089,,CB,,,,,
RB FN4 002.jpg,X6,164.94,,CB,,,,,
RB FN4(2) 001.jpg,X6,174.213,,CB,,,,,
RB FN4(2) 002.jpg,X6,164.135,,CB,,,,,
RB FN4(2) 003.jpg,X6,182.843,,CB,,,,,
RB FN4(2) 004.jpg,X6,171.747,,CB,,,,,
RB FN4(2) 005.jpg,X6,164.135,,CB,,,,,
RB FN4(2) 006.jpg,X6,164.671,,CB,,,,,
RB FN4(2) 007.jpg,X6,172.498,,CB,,,,,
RB FN4(2) 008.jpg,X6,174.481,,CB,,,,,
RB FN4(2) 009.jpg,X6,171.479,,CB,,,,,
RB FN4(2) 010.jpg,X6,170.568,,CB,,,,,
RB FN4(2) 011.jpg,X6,164.671,,CB,,,,,
RB FN4(2) 012.jpg,X6,171.158,,CB,,,,,
RB FN4(2) 013.jpg,X6,160.758,,CB,,,,,
RB FN5 001.jpg,X6,164.564,,CB,,,,,
RB FN5 002.jpg,X6,166.494,,CB,,,,,
RB FN5 003.jpg,X6,176.679,,CB,,,,,
RB FN5 004.jpg,X6,171.64,,CB,,,,,
RB FN5 005.jpg,X6,163.814,,CB,,,,,
RB FN5 006.jpg,X6,177.108,,CB,,,,,
RB FN5 007.jpg,X6,156.899,,CB,,,,,
RB FN5 008.jpg,X6,153.468,,CB,,,,,
RB FN5 009.jpg,X6,168.906,,CB,,,,,
RB FN5 010.jpg,X6,161.723,,CB,,,,,
RB FN5 011.jpg,X6,161.777,,CB,,,,,
RB FN5 012.jpg,X6,171.64,,CB,,,,,
RB FN5 013.jpg,X6,150.413,,CB,,,,,
RB FN8 001.jpg,X6,167.352,,CB,,,,,
RB FN8 002.jpg,X6,167.084,,CB,,,,,
SQ FN 003.jpg,X6,165.829,,CB,,,,,
SQ FN 004.jpg,X6,163.045,,CB,,,,,
SQ FN 005.jpg,X6,149.89,,CB,,,,,
SQ FN 006.jpg,X6,162.991,,CB,,,,,
SQ FN 007.jpg,X6,150.6,,CB,,,,,
SQ FN 008.jpg,X6,170.251,,CB,,,,,
SQ FN 009.jpg,X6,157.532,,CB,,,,,
SQ FN 010.jpg,X6,164.465,,CB,,,,,
SQ FN 011.jpg,X6,168.777,,CB,,,,,
SQ FN 012.jpg,X6,165.065,,CB,,,,,
SQ FN 013.jpg,X6,163.155,,CB,,,,,
SQ FN 014.jpg,X6,165.665,,CB,,,,,
SQ FN 015.jpg,X6,160.316,,CB,,,,,
SQ FN 016.jpg,X6,153.984,,CB,,,,,
SQ FN 017.jpg,X6,153.548,,CB,,,,,
SQ FN 018.jpg,X6,157.423,,CB,,,,,
SQ FN 019.jpg,X6,146.452,,CB,,,,,
SQ FN 020.jpg,X6,159.334,,CB,,,,,
SQ FN 021.jpg,X6,145.906,,CB,,,,,
SQ FN 022.jpg,X6,154.967,,CB,,,,,
SQ FN 023.jpg,X6,161.08,,CB,,,,,
SQ FN 024.jpg,X6,151.037,,CB,,,,,
SQ FN1 001.jpg,X6,188.157,,CB,,,,,
SQ FN1 002.jpg,X6,194.04,,CB,,,,,
SQ FN9 025.jpg,X6,150.552,,CB,,,,,
SQ FN9 026.jpg,X6,134.133,,CB,,,,,
SQ FN9 027.jpg,X6,138.893,,CB,,,,,
SQ FN9 028.jpg,X6,133.01,,CB,,,,,
TW Electro 001.jpg,X6,151.675,,CB,,,,,
TW Electro 002.jpg,X6,160.874,,CB,,,,,
TW Electro 003.jpg,X6,140.604,,CB,,,,,
TW Electro 004.jpg,X6,149.108,,CB,,,,,
TW Electro 005.jpg,X6,133.224,,CB,,,,,
TW Electro 006.jpg,X6,144.722,,CB,,,,,
TW Electro 007.jpg,X6,146.808,,CB,,,,,
TW Electro 008.jpg,X6,151.14,,CB,,,,,
TW Electro 009.jpg,X6,148.145,,CB,,,,,
TW Electro 010.jpg,X6,148.199,,CB,,,,,
TW Electro 011.jpg,X6,140.497,,CB,,,,,
TW Electro 012.jpg,X6,160.82,,CB,,,,,
TW Electro 013.jpg,X6,139.855,,CB,,,,,
TW Electro 014.jpg,X6,140.283,,CB,,,,,
TW Electro 015.jpg,X6,146.541,,CB,,,,,
TW FN 001.jpg,X6,170.019,,CB,,,,,
TW FN 002.jpg,X6,165.366,,CB,,,,,
TW FN 003.jpg,X6,179.218,,CB,,,,,
TW FN 004.jpg,X6,152.905,,CB,,,,,
TW FN 005.jpg,X6,166.81,,CB,,,,,
TW FN 006.jpg,X6,185.743,,CB,,,,,
TW FN 007.jpg,X6,175.528,,CB,,,,,
TW FN 008.jpg,X6,164.297,,CB,,,,,
TW FN 009.jpg,X6,153.226,,CB,,,,,
TW FN 010.jpg,X6,158.681,,CB,,,,,
TW FN 011.jpg,X6,179.325,,CB,,,,,
TW FN 012.jpg,X6,147.343,,CB,,,,,
TW FN 013.jpg,X6,177.239,,CB,,,,,
TW FN 014.jpg,X6,156.595,,CB,,,,,
TW FN 015.jpg,X6,150.766,,CB,,,,,
BA AN 001 07-13.jpg,Y6,76.3103,,CB,,,,,
BA AN 002 07-13.jpg,Y6,76.9926,,CB,,,,,
BA AN 003 07-13.jpg,Y6,69.2251,,CB,,,,,
BA AN 004 07-13.jpg,Y6,77.8848,,CB,,,,,
BA AN 005 07-13.jpg,Y6,78.9869,,CB,,,,,
BA AN 006 07-13.jpg,Y6,79.2493,,CB,,,,,
BA AN 007 07-13.jpg,Y6,76.1004,,CB,,,,,
BA AN 008 07-13.jpg,Y6,76.5202,,CB,,,,,
BA AN 009 07-13.jpg,Y6,80.404,,CB,,,,,
BA AN 010 07-13.jpg,Y6,79.9841,,CB,,,,,
BA AN 011 07-13.jpg,Y6,76.9401,,CB,,,,,
BA AN 012 07-13.jpg,Y6,78.0422,,CB,,,,,
BA AN 013 07-13.jpg,Y6,79.5642,,CB,,,,,
BA AN 014 07-13.jpg,Y6,74.6308,,CB,,,,,
BA AN 015 07-13.jpg,Y6,81.2962,,CB,,,,,
BA FN4 001.jpg,Y6,70.5896,,CB,,,,,
BA FN4 002.jpg,Y6,89.7984,,CB,,,,,
BA FN4 003.jpg,Y6,76.7826,,CB,,,,,
BA FN5 001 07-26.jpg,Y6,73.5287,,CB,,,,,
BA FN5 002 07-26.jpg,Y6,77.5699,,CB,,,,,
BA FN5 003 07-26.jpg,Y6,71.1669,,CB,,,,,
BA FN5 004 07-26.jpg,Y6,81.6635,,CB,,,,,
BA FN5 005 07-26.jpg,Y6,78.0422,,CB,,,,,
BA FN5 006 07-26.jpg,Y6,69.435,,CB,,,,,
BA FN5 007 07-26.jpg,Y6,73.8961,,CB,,,,,
BA FN5 008 07-26.jpg,Y6,70.6946,,CB,,,,,
BA FN8 001 07-16.jpg,Y6,77.045,,CB,,,,,
BA FN8 002 07-16.jpg,Y6,76.1528,,CB,,,,,
BA FN8 003 07-16.jpg,Y6,92.7375,,CB,,,,,
BA FN8 004 07-16.jpg,Y6,77.15,,CB,,,,,
BH Electro 003 06-06.jpg,Y6,83.5005,,CB,,,,,
BH Electro 004 06-06.jpg,Y6,87.4367,,CB,,,,,
BH Electro 005 06-06.jpg,Y6,77.5174,,CB,,,,,
BH Electro 006 06-06.jpg,Y6,84.5501,,CB,,,,,
BH Electro 007 06-06.jpg,Y6,84.97,,CB,,,,,
BH Electro 008 06-06.jpg,Y6,78.5146,,CB,,,,,
BH FN 001 06-06.jpg,Y6,88.9062,,CB,,,,,
BH FN 002 06-06.jpg,Y6,71.5343,,CB,,,,,
BH FN1 001 06-28.jpg,Y6,75.9429,,CB,,,,,
BH FN1 002 06-28.jpg,Y6,82.7132,,CB,,,,,
BH FN1 003 06-28.jpg,Y6,82.7657,,CB,,,,,
BH FN1 004 06-28.jpg,Y6,66.9683,,CB,,,,,
BH FN3 001 06-28.jpg,Y6,82.8182,,CB,,,,,
BH FN3 002 06-28.jpg,Y6,84.2877,,CB,,,,,
BH FN3 003 06-28.jpg,Y6,81.9784,,CB,,,,,
BH FN3 004 06-28.jpg,Y6,82.6607,,CB,,,,,
BH FN3 005 06-28.jpg,Y6,83.8154,,CB,,,,,
BH FN3 006 06-28.jpg,Y6,81.7685,,CB,,,,,
BH FN3 007 06-28.jpg,Y6,78.777,,CB,,,,,
BH FN3 008 06-28.jpg,Y6,80.404,,CB,,,,,
BH FN3 009 06-28.jpg,Y6,76.1004,,CB,,,,,
BH FN3 010 06-28.jpg,Y6,81.5061,,CB,,,,,
BH FN3 011 06-28.jpg,Y6,75.8904,,CB,,,,,
BH FN3 012 06-28.jpg,Y6,75.8379,,CB,,,,,
BH FN3 013 06-28.jpg,Y6,72.3741,,CB,,,,,
BH FN4 001 06-28.jpg,Y6,76.4677,,CB,,,,,
BH FN4 002 06-28.jpg,Y6,77.3075,,CB,,,,,
BH FN4 003 06-28.jpg,Y6,77.2025,,CB,,,,,
BH FN4 004 06-28.jpg,Y6,76.4677,,CB,,,,,
CR FN1 001.jpg,Y6,69.6974,,CB,,,,,
CR FN1 002.jpg,Y6,84.1827,,CB,,,,,
CR FN1 003.jpg,Y6,75.1557,,CB,,,,,
CR FN1 004.jpg,Y6,71.062,,CB,,,,,
CR FN1 005.jpg,Y6,77.15,,CB,,,,,
CR FN1 006.jpg,Y6,67.7556,,CB,,,,,
CR FN1 007.jpg,Y6,75.9429,,CB,,,,,
CR FN1 008.jpg,Y6,73.2663,,CB,,,,,
CR FN1 009.jpg,Y6,76.6252,,CB,,,,,
CR FN1 010.jpg,Y6,73.2138,,CB,,,,,
CR FN1 011.jpg,Y6,72.8464,,CB,,,,,
CR FN1 012.jpg,Y6,75.8379,,CB,,,,,
CR FN1 013.jpg,Y6,71.7443,,CB,,,,,
CR FN1 014.jpg,Y6,67.2832,,CB,,,,,
CR FN1 015.jpg,Y6,72.8464,,CB,,,,,
CR FN7 001.jpg,Y6,78.6195,,CB,,,,,
CR FN7 002.jpg,Y6,70.1173,,CB,,,,,
CR FN7 003.jpg,Y6,73.0563,,CB,,,,,
CR FN7 004.jpg,Y6,78.9869,,CB,,,,,
CR FN9 001.jpg,Y6,73.7911,,CB,,,,,
CR FN9 002.jpg,Y6,80.3515,,CB,,,,,
CR FN9 003.jpg,Y6,77.15,,CB,,,,,
CR FN9 004.jpg,Y6,72.2166,,CB,,,,,
CR FN9 005.jpg,Y6,70.4322,,CB,,,,,
CR FN9 006.jpg,Y6,72.0592,,CB,,,,,
CR FN9 007.jpg,Y6,74.6308,,CB,,,,,
CR FN9 008.jpg,Y6,73.1613,,CB,,,,,
CR FN9 009.jpg,Y6,74.7883,,CB,,,,,
CR FN9 010.jpg,Y6,76.9401,,CB,,,,,
CR FN9 011.jpg,Y6,71.4294,,CB,,,,,
FD Electro 001.jpg,Y6,68.7002,,CB,,,,,
FD Electro 002.jpg,Y6,80.7713,,CB,,,,,
FD Electro 003.jpg,Y6,83.343,,CB,,,,,
FD Electro 004.jpg,Y6,75.0507,,CB,,,,,
FD Electro 005.jpg,Y6,77.3075,,CB,,,,,
FD Electro 006.jpg,Y6,66.0761,,CB,,,,,
FD Electro 007.jpg,Y6,73.1613,,CB,,,,,
FD Electro 008.jpg,Y6,78.2522,,CB,,,,,
FD Electro 009.jpg,Y6,80.7189,,CB,,,,,
FD Electro 010.jpg,Y6,78.6195,,CB,,,,,
FD Electro 011.jpg,Y6,77.7273,,CB,,,,,
FD Electro 012.jpg,Y6,76.2053,,CB,,,,,
FD Electro 013.jpg,Y6,67.1782,,CB,,,,,
FD Electro 014.jpg,Y6,66.3385,,CB,,,,,
FD Electro 015.jpg,Y6,86.2821,,CB,,,,,
FD Electro 016.jpg,Y6,73.5287,,CB,,,,,
FD Electro 017.jpg,Y6,74.211,,CB,,,,,
FD Electro 018.jpg,Y6,71.9542,,CB,,,,,
FD Electro 019.jpg,Y6,75.2606,,CB,,,,,
FD Electro 020.jpg,Y6,71.1669,,CB,,,,,
FD Electro 021.jpg,Y6,68.4903,,CB,,,,,
FD Electro 022.jpg,Y6,66.7059,,CB,,,,,
FD Electro 023.jpg,Y6,73.6336,,CB,,,,,
FD Electro 024.jpg,Y6,72.3741,,CB,,,,,
FD Electro 025.jpg,Y6,71.9017,,CB,,,,,
FD Electro 026.jpg,Y6,74.3684,,CB,,,,,
FD Electro 027.jpg,Y6,72.4265,,CB,,,,,
FD Electro 028.jpg,Y6,67.9655,,CB,,,,,
FD Electro 029.jpg,Y6,71.9542,,CB,,,,,
FD Electro 030.jpg,Y6,70.4847,,CB,,,,,
HB AN 001 07-24.jpg,Y6,77.5174,,CB,,,,,
HB AN 001.jpg,Y6,75.523,,CB,,,,,
HB AN 002 07-24.jpg,Y6,69.33,,CB,,,,,
HB AN 002.jpg,Y6,76.9401,,CB,,,,,
HB AN 003 07-24.jpg,Y6,76.1528,,CB,,,,,
HB AN 003.jpg,Y6,79.7742,,CB,,,,,
HB AN 004 07-24.jpg,Y6,77.7798,,CB,,,,,
HB AN 004.jpg,Y6,78.1997,,CB,,,,,
HB AN 005 07-24.jpg,Y6,93.3673,,CB,,,,,
HB AN 005.jpg,Y6,72.2691,,CB,,,,,
HB AN 006 07-24.jpg,Y6,85.0749,,CB,,,,,
HB AN 006.jpg,Y6,77.3075,,CB,,,,,
HB AN 007 07-24.jpg,Y6,81.3487,,CB,,,,,
HB AN 007.jpg,Y6,74.106,,CB,,,,,
HB AN 008 07-24.jpg,Y6,70.957,,CB,,,,,
HB AN 008.jpg,Y6,73.2663,,CB,,,,,
HB AN 009 07-24.jpg,Y6,69.4875,,CB,,,,,
HB AN 009.jpg,Y6,71.1669,,CB,,,,,
HB AN 010 07-24.jpg,Y6,85.6523,,CB,,,,,
HB AN 010.jpg,Y6,72.8464,,CB,,,,,
HB AN 011 07-24.jpg,Y6,68.9627,,CB,,,,,
HB AN 011.jpg,Y6,74.106,,CB,,,,,
HB AN 012 07-24.jpg,Y6,71.3769,,CB,,,,,
HB AN 012.jpg,Y6,81.0862,,CB,,,,,
HB AN 013 07-24.jpg,Y6,80.8763,,CB,,,,,
HB AN 014 07-24.jpg,Y6,77.7273,,CB,,,,,
HB AN 015 07-24.jpg,Y6,90.7956,,CB,,,,,
HB FN3 001.jpg,Y6,71.5184,,CB,,,,,
HB FN9 001.jpg,Y6,61.4167,,CB,,,,,
HB FN9 002.jpg,Y6,71.3487,,CB,,,,,
LC Electro1 001.jpg,Y6,77.8323,,CB,,,,,
LC Electro1 002.jpg,Y6,78.672,,CB,,,,,
LC Electro1 003.jpg,Y6,74.5259,,CB,,,,,
LC Electro1 004.jpg,Y6,75.733,,CB,,,,,
LC Electro1 005.jpg,Y6,77.15,,CB,,,,,
LC Electro1 006.jpg,Y6,71.2719,,CB,,,,,
LC Electro1 007.jpg,Y6,71.9017,,CB,,,,,
LC Electro1 008.jpg,Y6,75.628,,CB,,,,,
LC Electro1 009.jpg,Y6,78.4096,,CB,,,,,
LC Electro1 010.jpg,Y6,83.6054,,CB,,,,,
LC Electro1 011.jpg,Y6,77.9373,,CB,,,,,
LC Electro1 012.jpg,Y6,75.0507,,CB,,,,,
LC Electro1 013.jpg,Y6,79.4593,,CB,,,,,
LC Electro1 014.jpg,Y6,76.8876,,CB,,,,,
LC Electro1 015.jpg,Y6,76.1004,,CB,,,,,
LC Electro1 016.jpg,Y6,71.5868,,CB,,,,,
LC Electro1 017.jpg,Y6,77.15,,CB,,,,,
LC Electro1 018.jpg,Y6,73.0563,,CB,,,,,
LC Electro1 019.jpg,Y6,77.6224,,CB,,,,,
LC Electro1 020.jpg,Y6,74.9982,,CB,,,,,
LC Electro1 021.jpg,Y6,70.4847,,CB,,,,,
LC Electro1 022.jpg,Y6,77.5699,,CB,,,,,
LC Electro1 023.jpg,Y6,74.001,,CB,,,,,
LC Electro1 024.jpg,Y6,73.0039,,CB,,,,,
LC Electro1 025.jpg,Y6,75.733,,CB,,,,,
LC Electro1 026.jpg,Y6,74.8408,,CB,,,,,
LC Electro1 027.jpg,Y6,77.2025,,CB,,,,,
LC Electro1 028.jpg,Y6,66.9683,,CB,,,,,
LC Electro2 001.jpg,Y6,69.4875,,CB,,,,,
LC Electro3 001.jpg,Y6,76.8876,,CB,,,,,
LT Electro 1.jpg,Y6,79.5117,,CB,,,,,
LT Electro 10.jpg,Y6,73.0563,,CB,,,,,
LT Electro 11.jpg,Y6,74.1585,,CB,,,,,
LT Electro 12.jpg,Y6,80.404,,CB,,,,,
LT Electro 13.jpg,Y6,75.2081,,CB,,,,,
LT Electro 14.jpg,Y6,68.5953,,CB,,,,,
LT Electro 15.jpg,Y6,70.957,,CB,,,,,
LT Electro 2.jpg,Y6,74.3159,,CB,,,,,
LT Electro 3.jpg,Y6,77.4649,,CB,,,,,
LT Electro 4.jpg,Y6,77.7273,,CB,,,,,
LT Electro 5.jpg,Y6,79.5642,,CB,,,,,
LT Electro 6.jpg,Y6,71.1145,,CB,,,,,
LT Electro 7.jpg,Y6,69.0676,,CB,,,,,
LT Electro 8.jpg,Y6,75.628,,CB,,,,,
LT Electro 9.jpg,Y6,79.4593,,CB,,,,,
LT FN 001 06-05.jpg,Y6,78.1997,,CB,,,,,
LT FN 002 06-05.jpg,Y6,86.387,,CB,,,,,
LT FN 003 06-05.jpg,Y6,81.8735,,CB,,,,,
LT FN 004 06-05.jpg,Y6,85.5473,,CB,,,,,
LT FN 005 06-05.jpg,Y6,86.6494,,CB,,,,,
LT FN 006 06-05.jpg,Y6,81.926,,CB,,,,,
LT FN 007 06-05.jpg,Y6,80.0366,,CB,,,,,
LT FN 008 06-05.jpg,Y6,81.926,,CB,,,,,
LT FN 009 06-05.jpg,Y6,77.8323,,CB,,,,,
LT FN 010 06-05.jpg,Y6,81.1387,,CB,,,,,
LT FN 011 06-05.jpg,Y6,83.1856,,CB,,,,,
LT FN 012 06-05.jpg,Y6,74.2634,,CB,,,,,
LT FN 013 06-05.jpg,Y6,80.6664,,CB,,,,,
LT FN 014 06-05.jpg,Y6,80.2465,,CB,,,,,
LT FN 015 06-05.jpg,Y6,77.045,,CB,,,,,
MC FN7 001.jpg,Y6,79.2008,,CB,,,,,
MC FN7 002.jpg,Y6,83.6718,,CB,,,,,
MC FN7 003.jpg,Y6,64.2647,,CB,,,,,
MC FN7 004.jpg,Y6,72.7724,,CB,,,,,
MC FN7 005.jpg,Y6,77.2839,,CB,,,,,
MC FN7 006.jpg,Y6,78.5098,,CB,,,,,
MC FN7 007.jpg,Y6,79.0002,,CB,,,,,
MC FN7 008.jpg,Y6,82.2858,,CB,,,,,
MC FN7 009.jpg,Y6,74.783,,CB,,,,,
MC FN7 010.jpg,Y6,78.1175,,CB,,,,,
MC FN7 011.jpg,Y6,85.13,,CB,,,,,
MC FN7 012.jpg,Y6,75.1753,,CB,,,,,
MC FN7 013.jpg,Y6,81.2069,,CB,,,,,
MC FN7 014.jpg,Y6,74.2435,,CB,,,,,
MC FN7 015.jpg,Y6,73.1157,,CB,,,,,
MC FN8 001.jpg,Y6,65.2205,,CB,,,,,
MC FN8 002.jpg,Y6,66.5446,,CB,,,,,
MC FN8 003.jpg,Y6,75.0772,,CB,,,,,
MC FN8 004.jpg,Y6,60.2677,,CB,,,,,
MC FN8 005.jpg,Y6,75.4695,,CB,,,,,
MC FN8 006.jpg,Y6,76.3031,,CB,,,,,
MC FN8 007.jpg,Y6,64.3869,,CB,,,,,
MC FN8 008.jpg,Y6,65.7109,,CB,,,,,
MC FN8 009.jpg,Y6,65.0734,,CB,,,,,
MC FN8 010.jpg,Y6,62.7196,,CB,,,,,
MC FN8 011.jpg,Y6,68.2609,,CB,,,,,
MC FN8 012.jpg,Y6,71.6936,,CB,,,,,
MC FN8 013.jpg,Y6,70.3205,,CB,,,,,
MC FN8 014.jpg,Y6,72.7724,,CB,,,,,
MC FN8 015.jpg,Y6,74.1945,,CB,,,,,
MK Electro 001.jpg,Y6,78.0494,,CB,,,,,
MK Electro 002.jpg,Y6,74.8616,,CB,,,,,
MK Electro 003.jpg,Y6,70.6111,,CB,,,,,
MK Electro 004.jpg,Y6,74.9678,,CB,,,,,
MK Electro 005.jpg,Y6,77.5181,,CB,,,,,
MK Electro 006.jpg,Y6,70.2923,,CB,,,,,
MK Electro 007.jpg,Y6,74.5428,,CB,,,,,
MK Electro 008.jpg,Y6,68.7515,,CB,,,,,
MK Electro 009.jpg,Y6,68.8578,,CB,,,,,
MK Electro 010.jpg,Y6,71.5675,,CB,,,,,
MK Electro 011.jpg,Y6,72.205,,CB,,,,,
MK Electro 012.jpg,Y6,71.0361,,CB,,,,,
MK Electro 013.jpg,Y6,70.983,,CB,,,,,
MK Electro 014.jpg,Y6,72.8957,,CB,,,,,
MK Electro 015.jpg,Y6,80.8654,,CB,,,,,
MK Electro2 001.jpg,Y6,77.7838,,CB,,,,,
MK Electro2 002.jpg,Y6,71.1955,,CB,,,,,
MK Electro2 003.jpg,Y6,73.4802,,CB,,,,,
MK Electro2 004.jpg,Y6,71.0095,,CB,,,,,
MK Electro2 005.jpg,Y6,75.5755,,CB,,,,,
MK Electro2 006.jpg,Y6,74.9678,,CB,,,,,
MK Electro2 007.jpg,Y6,72.7939,,CB,,,,,
MK Electro2 008.jpg,Y6,67.8483,,CB,,,,,
MK Electro2 009.jpg,Y6,74.0646,,CB,,,,,
MK Electro2 010.jpg,Y6,75.8179,,CB,,,,,
MK Electro2 011.jpg,Y6,72.5315,,CB,,,,,
MK Electro2 012.jpg,Y6,75.2335,,CB,,,,,
MK Electro2 013.jpg,Y6,75.7117,,CB,,,,,
MK Electro2 014.jpg,Y6,77.9963,,CB,,,,,
MK Electro2 015.jpg,Y6,72.6832,,CB,,,,,
OB Electro 001.jpg,Y6,73.8521,,CB,,,,,
OB Electro 002.jpg,Y6,75.3656,,CB,,,,,
OB Electro 003.jpg,Y6,66.6794,,CB,,,,,
OB Electro 004.jpg,Y6,75.446,,CB,,,,,
OB Electro 005.jpg,Y6,75.6585,,CB,,,,,
OB Electro 006.jpg,Y6,70.3986,,CB,,,,,
OB Electro 007.jpg,Y6,75.6585,,CB,,,,,
OB Electro 008.jpg,Y6,73.6396,,CB,,,,,
OB Electro 009.jpg,Y6,74.3303,,CB,,,,,
OB Electro 010.jpg,Y6,67.3701,,CB,,,,,
OB Electro 011.jpg,Y6,72.205,,CB,,,,,
OB Electro 012.jpg,Y6,68.4859,,CB,,,,,
OB Electro 013.jpg,Y6,73.3208,,CB,,,,,
OB Electro 014.jpg,Y6,73.427,,CB,,,,,
OB Electro 015.jpg,Y6,71.5143,,CB,,,,,
OB FN 001.jpg,Y6,84.7971,,CB,,,,,
OB FN 002.jpg,Y6,74.4734,,CB,,,,,
OB FN 003.jpg,Y6,73.6927,,CB,,,,,
OB FN 004.jpg,Y6,66.4669,,CB,,,,,
OB FN 005.jpg,Y6,84.2658,,CB,,,,,
OB FN 006.jpg,Y6,77.3587,,CB,,,,,
OB FN 007.jpg,Y6,74.5959,,CB,,,,,
OB FN 008.jpg,Y6,81.3436,,CB,,,,,
OB FN 009.jpg,Y6,94.5732,,CB,,,,,
OB FN 010.jpg,Y6,78.5146,,CB,,,,,
OB FN 011.jpg,Y6,77.9432,,CB,,,,,
OB FN 012.jpg,Y6,81.8217,,CB,,,,,
OB FN 013.jpg,Y6,84.7971,,CB,,,,,
OB FN 014.jpg,Y6,86.9223,,CB,,,,,
OB FN 015.jpg,Y6,76.8806,,CB,,,,,
PP FN 001.jpg,Y6,78.2059,,CB,,,,,
PP FN 002.jpg,Y6,75.3977,,CB,,,,,
