imageID,parameter,parameterValue,parameterUnit,processedBy,replicate,imageFile,comments,metadataID,updateID
PP FN 022.jpg,X10,107.771,,CB,,,,,
PP FN 023.jpg,X10,105.122,,CB,,,,,
PP FN 024.jpg,X10,110.633,,CB,,,,,
PP FN 025.jpg,X10,112.328,,CB,,,,,
PP FN 026.jpg,X10,111.057,,CB,,,,,
PP FN 027.jpg,X10,103.957,,CB,,,,,
PP FN 028.jpg,X10,106.553,,CB,,,,,
PP FN 029.jpg,X10,106.023,,CB,,,,,
PP FN 030.jpg,X10,103.586,,CB,,,,,
RB FN4 001.jpg,X10,116.535,,CB,,,,,
RB FN4 002.jpg,X10,108.709,,CB,,,,,
RB FN4(2) 001.jpg,X10,113.64,,CB,,,,,
RB FN4(2) 002.jpg,X10,112.408,,CB,,,,,
RB FN4(2) 003.jpg,X10,127.041,,CB,,,,,
RB FN4(2) 004.jpg,X10,113.801,,CB,,,,,
RB FN4(2) 005.jpg,X10,116.696,,CB,,,,,
RB FN4(2) 006.jpg,X10,110.96,,CB,,,,,
RB FN4(2) 007.jpg,X10,118.626,,CB,,,,,
RB FN4(2) 008.jpg,X10,118.411,,CB,,,,,
RB FN4(2) 009.jpg,X10,116.589,,CB,,,,,
RB FN4(2) 010.jpg,X10,115.731,,CB,,,,,
RB FN4(2) 011.jpg,X10,109.352,,CB,,,,,
RB FN4(2) 012.jpg,X10,111.336,,CB,,,,,
RB FN4(2) 013.jpg,X10,113.104,,CB,,,,,
RB FN5 001.jpg,X10,113.64,,CB,,,,,
RB FN5 002.jpg,X10,118.947,,CB,,,,,
RB FN5 003.jpg,X10,121.681,,CB,,,,,
RB FN5 004.jpg,X10,119.162,,CB,,,,,
RB FN5 005.jpg,X10,108.334,,CB,,,,,
RB FN5 006.jpg,X10,118.358,,CB,,,,,
RB FN5 007.jpg,X10,108.87,,CB,,,,,
RB FN5 008.jpg,X10,103.456,,CB,,,,,
RB FN5 009.jpg,X10,115.731,,CB,,,,,
RB FN5 010.jpg,X10,114.927,,CB,,,,,
RB FN5 011.jpg,X10,112.89,,CB,,,,,
RB FN5 012.jpg,X10,114.873,,CB,,,,,
RB FN5 013.jpg,X10,108.012,,CB,,,,,
RB FN8 001.jpg,X10,119.269,,CB,,,,,
RB FN8 002.jpg,X10,115.731,,CB,,,,,
SQ FN 003.jpg,X10,124.672,,CB,,,,,
SQ FN 004.jpg,X10,124.454,,CB,,,,,
SQ FN 005.jpg,X10,111.408,,CB,,,,,
SQ FN 006.jpg,X10,121.342,,CB,,,,,
SQ FN 007.jpg,X10,113.973,,CB,,,,,
SQ FN 008.jpg,X10,124.235,,CB,,,,,
SQ FN 009.jpg,X10,112.663,,CB,,,,,
SQ FN 010.jpg,X10,119.487,,CB,,,,,
SQ FN 011.jpg,X10,120.687,,CB,,,,,
SQ FN 012.jpg,X10,121.888,,CB,,,,,
SQ FN 013.jpg,X10,119.377,,CB,,,,,
SQ FN 014.jpg,X10,123.253,,CB,,,,,
SQ FN 015.jpg,X10,119.814,,CB,,,,,
SQ FN 016.jpg,X10,115.775,,CB,,,,,
SQ FN 017.jpg,X10,113.373,,CB,,,,,
SQ FN 018.jpg,X10,121.342,,CB,,,,,
SQ FN 019.jpg,X10,112.718,,CB,,,,,
SQ FN 020.jpg,X10,122.27,,CB,,,,,
SQ FN 021.jpg,X10,109.498,,CB,,,,,
SQ FN 022.jpg,X10,116.866,,CB,,,,,
SQ FN 023.jpg,X10,118.941,,CB,,,,,
SQ FN 024.jpg,X10,113.864,,CB,,,,,
SQ FN1 001.jpg,X10,125.87,,CB,,,,,
SQ FN1 002.jpg,X10,130.673,,CB,,,,,
SQ FN9 025.jpg,X10,118.035,,CB,,,,,
SQ FN9 026.jpg,X10,104.718,,CB,,,,,
SQ FN9 027.jpg,X10,110.012,,CB,,,,,
SQ FN9 028.jpg,X10,103.648,,CB,,,,,
TW Electro 001.jpg,X10,111.617,,CB,,,,,
TW Electro 002.jpg,X10,121.779,,CB,,,,,
TW Electro 003.jpg,X10,106.055,,CB,,,,,
TW Electro 004.jpg,X10,112.152,,CB,,,,,
TW Electro 005.jpg,X10,103.648,,CB,,,,,
TW Electro 006.jpg,X10,110.601,,CB,,,,,
TW Electro 007.jpg,X10,110.708,,CB,,,,,
TW Electro 008.jpg,X10,108.675,,CB,,,,,
TW Electro 009.jpg,X10,115.521,,CB,,,,,
TW Electro 010.jpg,X10,114.665,,CB,,,,,
TW Electro 011.jpg,X10,110.868,,CB,,,,,
TW Electro 012.jpg,X10,120.762,,CB,,,,,
TW Electro 013.jpg,X10,107.071,,CB,,,,,
TW Electro 014.jpg,X10,105.253,,CB,,,,,
TW Electro 015.jpg,X10,119.425,,CB,,,,,
TW FN 001.jpg,X10,117.179,,CB,,,,,
TW FN 002.jpg,X10,112.847,,CB,,,,,
TW FN 003.jpg,X10,120.121,,CB,,,,,
TW FN 004.jpg,X10,110.28,,CB,,,,,
TW FN 005.jpg,X10,114.184,,CB,,,,,
TW FN 006.jpg,X10,124.025,,CB,,,,,
TW FN 007.jpg,X10,117.126,,CB,,,,,
TW FN 008.jpg,X10,107.231,,CB,,,,,
TW FN 009.jpg,X10,111.136,,CB,,,,,
TW FN 010.jpg,X10,117.553,,CB,,,,,
TW FN 011.jpg,X10,119.158,,CB,,,,,
TW FN 012.jpg,X10,118.516,,CB,,,,,
TW FN 013.jpg,X10,112.098,,CB,,,,,
TW FN 014.jpg,X10,110.494,,CB,,,,,
TW FN 015.jpg,X10,117.607,,CB,,,,,
BA AN 001 07-13.jpg,Y10,30.2827,,CB,,,,,
BA AN 002 07-13.jpg,Y10,35.2686,,CB,,,,,
BA AN 003 07-13.jpg,Y10,43.2985,,CB,,,,,
BA AN 004 07-13.jpg,Y10,46.9198,,CB,,,,,
BA AN 005 07-13.jpg,Y10,39.9396,,CB,,,,,
BA AN 006 07-13.jpg,Y10,36.7381,,CB,,,,,
BA AN 007 07-13.jpg,Y10,34.1664,,CB,,,,,
BA AN 008 07-13.jpg,Y10,42.7212,,CB,,,,,
BA AN 009 07-13.jpg,Y10,35.531,,CB,,,,,
BA AN 010 07-13.jpg,Y10,36.4757,,CB,,,,,
BA AN 011 07-13.jpg,Y10,27.9734,,CB,,,,,
BA AN 012 07-13.jpg,Y10,39.3623,,CB,,,,,
BA AN 013 07-13.jpg,Y10,45.5552,,CB,,,,,
BA AN 014 07-13.jpg,Y10,32.9068,,CB,,,,,
BA AN 015 07-13.jpg,Y10,41.0942,,CB,,,,,
BA FN4 001.jpg,Y10,48.6517,,CB,,,,,
BA FN4 002.jpg,Y10,54.7923,,CB,,,,,
BA FN4 003.jpg,Y10,45.1354,,CB,,,,,
BA FN5 001 07-26.jpg,Y10,52.7454,,CB,,,,,
BA FN5 002 07-26.jpg,Y10,53.2702,,CB,,,,,
BA FN5 003 07-26.jpg,Y10,47.917,,CB,,,,,
BA FN5 004 07-26.jpg,Y10,62.9271,,CB,,,,,
BA FN5 005 07-26.jpg,Y10,54.9497,,CB,,,,,
BA FN5 006 07-26.jpg,Y10,52.1681,,CB,,,,,
BA FN5 007 07-26.jpg,Y10,56.7866,,CB,,,,,
BA FN5 008 07-26.jpg,Y10,47.6021,,CB,,,,,
BA FN8 001 07-16.jpg,Y10,39.7296,,CB,,,,,
BA FN8 002 07-16.jpg,Y10,44.8205,,CB,,,,,
BA FN8 003 07-16.jpg,Y10,50.6461,,CB,,,,,
BA FN8 004 07-16.jpg,Y10,47.2872,,CB,,,,,
BH Electro 003 06-06.jpg,Y10,34.9537,,CB,,,,,
BH Electro 004 06-06.jpg,Y10,45.7127,,CB,,,,,
BH Electro 005 06-06.jpg,Y10,40.3069,,CB,,,,,
BH Electro 006 06-06.jpg,Y10,34.114,,CB,,,,,
BH Electro 007 06-06.jpg,Y10,36.7381,,CB,,,,,
BH Electro 008 06-06.jpg,Y10,44.1382,,CB,,,,,
BH FN 001 06-06.jpg,Y10,44.2432,,CB,,,,,
BH FN 002 06-06.jpg,Y10,47.4446,,CB,,,,,
BH FN1 001 06-28.jpg,Y10,44.663,,CB,,,,,
BH FN1 002 06-28.jpg,Y10,43.8758,,CB,,,,,
BH FN1 003 06-28.jpg,Y10,50.3837,,CB,,,,,
BH FN1 004 06-28.jpg,Y10,36.8955,,CB,,,,,
BH FN3 001 06-28.jpg,Y10,59.3058,,CB,,,,,
BH FN3 002 06-28.jpg,Y10,37.6303,,CB,,,,,
BH FN3 003 06-28.jpg,Y10,41.9339,,CB,,,,,
BH FN3 004 06-28.jpg,Y10,49.1241,,CB,,,,,
BH FN3 005 06-28.jpg,Y10,53.1128,,CB,,,,,
BH FN3 006 06-28.jpg,Y10,50.4362,,CB,,,,,
BH FN3 007 06-28.jpg,Y10,46.6049,,CB,,,,,
BH FN3 008 06-28.jpg,Y10,47.4971,,CB,,,,,
BH FN3 009 06-28.jpg,Y10,46.6574,,CB,,,,,
BH FN3 010 06-28.jpg,Y10,52.6404,,CB,,,,,
BH FN3 011 06-28.jpg,Y10,56.4192,,CB,,,,,
BH FN3 012 06-28.jpg,Y10,52.9029,,CB,,,,,
BH FN3 013 06-28.jpg,Y10,52.5355,,CB,,,,,
BH FN4 001 06-28.jpg,Y10,54.4249,,CB,,,,,
BH FN4 002 06-28.jpg,Y10,41.829,,CB,,,,,
BH FN4 003 06-28.jpg,Y10,37.6303,,CB,,,,,
BH FN4 004 06-28.jpg,Y10,37.2104,,CB,,,,,
CR FN1 001.jpg,Y10,53.6901,,CB,,,,,
CR FN1 002.jpg,Y10,49.0716,,CB,,,,,
CR FN1 003.jpg,Y10,47.3397,,CB,,,,,
CR FN1 004.jpg,Y10,55.9469,,CB,,,,,
CR FN1 005.jpg,Y10,55.422,,CB,,,,,
CR FN1 006.jpg,Y10,48.4943,,CB,,,,,
CR FN1 007.jpg,Y10,59.2008,,CB,,,,,
CR FN1 008.jpg,Y10,48.3368,,CB,,,,,
CR FN1 009.jpg,Y10,48.3893,,CB,,,,,
CR FN1 010.jpg,Y10,59.7781,,CB,,,,,
CR FN1 011.jpg,Y10,55.3171,,CB,,,,,
CR FN1 012.jpg,Y10,58.3086,,CB,,,,,
CR FN1 013.jpg,Y10,53.3752,,CB,,,,,
CR FN1 014.jpg,Y10,55.7894,,CB,,,,,
CR FN1 015.jpg,Y10,56.6292,,CB,,,,,
CR FN7 001.jpg,Y10,47.7595,,CB,,,,,
CR FN7 002.jpg,Y10,44.1907,,CB,,,,,
CR FN7 003.jpg,Y10,59.6207,,CB,,,,,
CR FN7 004.jpg,Y10,46.7624,,CB,,,,,
CR FN9 001.jpg,Y10,49.1241,,CB,,,,,
CR FN9 002.jpg,Y10,43.7183,,CB,,,,,
CR FN9 003.jpg,Y10,46.185,,CB,,,,,
CR FN9 004.jpg,Y10,54.0575,,CB,,,,,
CR FN9 005.jpg,Y10,58.781,,CB,,,,,
CR FN9 006.jpg,Y10,57.259,,CB,,,,,
CR FN9 007.jpg,Y10,58.9384,,CB,,,,,
CR FN9 008.jpg,Y10,59.5682,,CB,,,,,
CR FN9 009.jpg,Y10,57.7838,,CB,,,,,
CR FN9 010.jpg,Y10,45.5028,,CB,,,,,
CR FN9 011.jpg,Y10,50.2262,,CB,,,,,
FD Electro 001.jpg,Y10,50.961,,CB,,,,,
FD Electro 002.jpg,Y10,48.4943,,CB,,,,,
FD Electro 003.jpg,Y10,45.7652,,CB,,,,,
FD Electro 004.jpg,Y10,50.0688,,CB,,,,,
FD Electro 005.jpg,Y10,46.4475,,CB,,,,,
FD Electro 006.jpg,Y10,49.7014,,CB,,,,,
FD Electro 007.jpg,Y10,40.4119,,CB,,,,,
FD Electro 008.jpg,Y10,43.8233,,CB,,,,,
FD Electro 009.jpg,Y10,53.0603,,CB,,,,,
FD Electro 010.jpg,Y10,49.439,,CB,,,,,
FD Electro 011.jpg,Y10,47.1822,,CB,,,,,
FD Electro 012.jpg,Y10,56.2618,,CB,,,,,
FD Electro 013.jpg,Y10,50.3837,,CB,,,,,
FD Electro 014.jpg,Y10,41.1992,,CB,,,,,
FD Electro 015.jpg,Y10,54.4774,,CB,,,,,
FD Electro 016.jpg,Y10,55.632,,CB,,,,,
FD Electro 017.jpg,Y10,40.7268,,CB,,,,,
FD Electro 018.jpg,Y10,43.5084,,CB,,,,,
FD Electro 019.jpg,Y10,55.632,,CB,,,,,
FD Electro 020.jpg,Y10,51.8007,,CB,,,,,
FD Electro 021.jpg,Y10,50.3312,,CB,,,,,
FD Electro 022.jpg,Y10,46.2375,,CB,,,,,
FD Electro 023.jpg,Y10,53.2702,,CB,,,,,
FD Electro 024.jpg,Y10,51.6433,,CB,,,,,
FD Electro 025.jpg,Y10,54.4249,,CB,,,,,
FD Electro 026.jpg,Y10,51.8532,,CB,,,,,
FD Electro 027.jpg,Y10,52.378,,CB,,,,,
FD Electro 028.jpg,Y10,49.544,,CB,,,,,
FD Electro 029.jpg,Y10,57.5214,,CB,,,,,
FD Electro 030.jpg,Y10,54.5823,,CB,,,,,
HB AN 001 07-24.jpg,Y10,33.0118,,CB,,,,,
HB AN 001.jpg,Y10,28.8132,,CB,,,,,
HB AN 002 07-24.jpg,Y10,33.7991,,CB,,,,,
HB AN 002.jpg,Y10,28.1309,,CB,,,,,
HB AN 003 07-24.jpg,Y10,38.7325,,CB,,,,,
HB AN 003.jpg,Y10,23.7748,,CB,,,,,
HB AN 004 07-24.jpg,Y10,35.8459,,CB,,,,,
HB AN 004.jpg,Y10,27.1337,,CB,,,,,
HB AN 005 07-24.jpg,Y10,43.9283,,CB,,,,,
HB AN 005.jpg,Y10,25.6117,,CB,,,,,
HB AN 006 07-24.jpg,Y10,35.426,,CB,,,,,
HB AN 006.jpg,Y10,27.3961,,CB,,,,,
HB AN 007 07-24.jpg,Y10,35.8984,,CB,,,,,
HB AN 007.jpg,Y10,34.8487,,CB,,,,,
HB AN 008 07-24.jpg,Y10,27.3961,,CB,,,,,
HB AN 008.jpg,Y10,30.5451,,CB,,,,,
HB AN 009 07-24.jpg,Y10,24.3521,,CB,,,,,
HB AN 009.jpg,Y10,27.0287,,CB,,,,,
HB AN 010 07-24.jpg,Y10,41.829,,CB,,,,,
HB AN 010.jpg,Y10,31.8047,,CB,,,,,
HB AN 011 07-24.jpg,Y10,33.4317,,CB,,,,,
HB AN 011.jpg,Y10,25.6117,,CB,,,,,
HB AN 012 07-24.jpg,Y10,35.3211,,CB,,,,,
HB AN 012.jpg,Y10,33.4842,,CB,,,,,
HB AN 013 07-24.jpg,Y10,37.8402,,CB,,,,,
HB AN 014 07-24.jpg,Y10,37.9977,,CB,,,,,
HB AN 015 07-24.jpg,Y10,44.4006,,CB,,,,,
HB FN3 001.jpg,Y10,33.0464,,CB,,,,,
HB FN9 001.jpg,Y10,28.972,,CB,,,,,
HB FN9 002.jpg,Y10,37.0521,,CB,,,,,
LC Electro1 001.jpg,Y10,54.4774,,CB,,,,,
LC Electro1 002.jpg,Y10,50.9085,,CB,,,,,
LC Electro1 003.jpg,Y10,38.7325,,CB,,,,,
LC Electro1 004.jpg,Y10,47.0773,,CB,,,,,
LC Electro1 005.jpg,Y10,52.7454,,CB,,,,,
LC Electro1 006.jpg,Y10,43.9808,,CB,,,,,
LC Electro1 007.jpg,Y10,46.8148,,CB,,,,,
LC Electro1 008.jpg,Y10,44.663,,CB,,,,,
LC Electro1 009.jpg,Y10,51.4333,,CB,,,,,
LC Electro1 010.jpg,Y10,54.6873,,CB,,,,,
LC Electro1 011.jpg,Y10,56.4717,,CB,,,,,
LC Electro1 012.jpg,Y10,57.5739,,CB,,,,,
LC Electro1 013.jpg,Y10,49.3865,,CB,,,,,
LC Electro1 014.jpg,Y10,47.812,,CB,,,,,
LC Electro1 015.jpg,Y10,58.2561,,CB,,,,,
LC Electro1 016.jpg,Y10,52.2731,,CB,,,,,
LC Electro1 017.jpg,Y10,50.7511,,CB,,,,,
LC Electro1 018.jpg,Y10,47.7595,,CB,,,,,
LC Electro1 019.jpg,Y10,57.8363,,CB,,,,,
LC Electro1 020.jpg,Y10,45.9751,,CB,,,,,
LC Electro1 021.jpg,Y10,43.8233,,CB,,,,,
LC Electro1 022.jpg,Y10,57.1015,,CB,,,,,
LC Electro1 023.jpg,Y10,53.7426,,CB,,,,,
LC Electro1 024.jpg,Y10,55.1596,,CB,,,,,
LC Electro1 025.jpg,Y10,55.0022,,CB,,,,,
LC Electro1 026.jpg,Y10,47.6546,,CB,,,,,
LC Electro1 027.jpg,Y10,49.2815,,CB,,,,,
LC Electro1 028.jpg,Y10,52.1156,,CB,,,,,
LC Electro2 001.jpg,Y10,52.2731,,CB,,,,,
LC Electro3 001.jpg,Y10,45.8177,,CB,,,,,
LT Electro 1.jpg,Y10,47.5496,,CB,,,,,
LT Electro 10.jpg,Y10,49.1241,,CB,,,,,
LT Electro 11.jpg,Y10,55.0547,,CB,,,,,
LT Electro 12.jpg,Y10,53.9,,CB,,,,,
LT Electro 13.jpg,Y10,50.0688,,CB,,,,,
LT Electro 14.jpg,Y10,46.395,,CB,,,,,
LT Electro 15.jpg,Y10,51.1184,,CB,,,,,
LT Electro 2.jpg,Y10,54.4774,,CB,,,,,
LT Electro 3.jpg,Y10,50.856,,CB,,,,,
LT Electro 4.jpg,Y10,56.0518,,CB,,,,,
LT Electro 5.jpg,Y10,49.3865,,CB,,,,,
LT Electro 6.jpg,Y10,50.3837,,CB,,,,,
LT Electro 7.jpg,Y10,51.4858,,CB,,,,,
LT Electro 8.jpg,Y10,50.6986,,CB,,,,,
LT Electro 9.jpg,Y10,44.2957,,CB,,,,,
LT FN 001 06-05.jpg,Y10,30.2302,,CB,,,,,
LT FN 002 06-05.jpg,Y10,39.2573,,CB,,,,,
LT FN 003 06-05.jpg,Y10,38.1551,,CB,,,,,
LT FN 004 06-05.jpg,Y10,46.2375,,CB,,,,,
LT FN 005 06-05.jpg,Y10,33.904,,CB,,,,,
LT FN 006 06-05.jpg,Y10,40.4119,,CB,,,,,
LT FN 007 06-05.jpg,Y10,42.9836,,CB,,,,,
LT FN 008 06-05.jpg,Y10,40.7793,,CB,,,,,
LT FN 009 06-05.jpg,Y10,45.6077,,CB,,,,,
LT FN 010 06-05.jpg,Y10,52.6929,,CB,,,,,
LT FN 011 06-05.jpg,Y10,39.5197,,CB,,,,,
LT FN 012 06-05.jpg,Y10,45.7127,,CB,,,,,
LT FN 013 06-05.jpg,Y10,44.873,,CB,,,,,
LT FN 014 06-05.jpg,Y10,39.992,,CB,,,,,
LT FN 015 06-05.jpg,Y10,40.4119,,CB,,,,,
MC FN7 001.jpg,Y10,35.5224,,CB,,,,,
MC FN7 002.jpg,Y10,41.32,,CB,,,,,
MC FN7 003.jpg,Y10,30.904,,CB,,,,,
MC FN7 004.jpg,Y10,32.6593,,CB,,,,,
MC FN7 005.jpg,Y10,38.3477,,CB,,,,,
MC FN7 006.jpg,Y10,42.9573,,CB,,,,,
MC FN7 007.jpg,Y10,39.6717,,CB,,,,,
MC FN7 008.jpg,Y10,48.4005,,CB,,,,,
MC FN7 009.jpg,Y10,31.2862,,CB,,,,,
MC FN7 010.jpg,Y10,39.4266,,CB,,,,,
MC FN7 011.jpg,Y10,44.6736,,CB,,,,,
MC FN7 012.jpg,Y10,35.9449,,CB,,,,,
MC FN7 013.jpg,Y10,40.4073,,CB,,,,,
MC FN7 014.jpg,Y10,37.0237,,CB,,,,,
MC FN7 015.jpg,Y10,35.2093,,CB,,,,,
MC FN8 001.jpg,Y10,37.5141,,CB,,,,,
MC FN8 002.jpg,Y10,35.4054,,CB,,,,,
MC FN8 003.jpg,Y10,39.6717,,CB,,,,,
MC FN8 004.jpg,Y10,33.8853,,CB,,,,,
MC FN8 005.jpg,Y10,44.7227,,CB,,,,,
MC FN8 006.jpg,Y10,40.2112,,CB,,,,,
MC FN8 007.jpg,Y10,27.8045,,CB,,,,,
MC FN8 008.jpg,Y10,31.4824,,CB,,,,,
MC FN8 009.jpg,Y10,33.0516,,CB,,,,,
MC FN8 010.jpg,Y10,45.115,,CB,,,,,
MC FN8 011.jpg,Y10,29.0795,,CB,,,,,
MC FN8 012.jpg,Y10,49.3813,,CB,,,,,
MC FN8 013.jpg,Y10,41.339,,CB,,,,,
MC FN8 014.jpg,Y10,48.6947,,CB,,,,,
MC FN8 015.jpg,Y10,52.5687,,CB,,,,,
MK Electro 001.jpg,Y10,41.9735,,CB,,,,,
MK Electro 002.jpg,Y10,48.2429,,CB,,,,,
MK Electro 003.jpg,Y10,51.1652,,CB,,,,,
MK Electro 004.jpg,Y10,50.2619,,CB,,,,,
MK Electro 005.jpg,Y10,51.9621,,CB,,,,,
MK Electro 006.jpg,Y10,49.7837,,CB,,,,,
MK Electro 007.jpg,Y10,55.4688,,CB,,,,,
MK Electro 008.jpg,Y10,50.1025,,CB,,,,,
MK Electro 009.jpg,Y10,44.3644,,CB,,,,,
MK Electro 010.jpg,Y10,46.1177,,CB,,,,,
MK Electro 011.jpg,Y10,42.1329,,CB,,,,,
MK Electro 012.jpg,Y10,43.3018,,CB,,,,,
MK Electro 013.jpg,Y10,51.5371,,CB,,,,,
MK Electro 014.jpg,Y10,47.6054,,CB,,,,,
MK Electro 015.jpg,Y10,45.2145,,CB,,,,,
MK Electro2 001.jpg,Y10,46.9678,,CB,,,,,
MK Electro2 002.jpg,Y10,53.8748,,CB,,,,,
MK Electro2 003.jpg,Y10,47.6585,,CB,,,,,
MK Electro2 004.jpg,Y10,51.1184,,CB,,,,,
MK Electro2 005.jpg,Y10,49.439,,CB,,,,,
MK Electro2 006.jpg,Y10,39.3169,,CB,,,,,
MK Electro2 007.jpg,Y10,45.0304,,CB,,,,,
MK Electro2 008.jpg,Y10,41.389,,CB,,,,,
MK Electro2 009.jpg,Y10,47.4991,,CB,,,,,
MK Electro2 010.jpg,Y10,45.1614,,CB,,,,,
MK Electro2 011.jpg,Y10,51.5908,,CB,,,,,
MK Electro2 012.jpg,Y10,41.1765,,CB,,,,,
MK Electro2 013.jpg,Y10,42.1329,,CB,,,,,
MK Electro2 014.jpg,Y10,52.4934,,CB,,,,,
MK Electro2 015.jpg,Y10,49.7837,,CB,,,,,
OB Electro 001.jpg,Y10,39.5826,,CB,,,,,
OB Electro 002.jpg,Y10,47.707,,CB,,,,,
OB Electro 003.jpg,Y10,36.2353,,CB,,,,,
OB Electro 004.jpg,Y10,36.9792,,CB,,,,,
OB Electro 005.jpg,Y10,36.8198,,CB,,,,,
OB Electro 006.jpg,Y10,40.0608,,CB,,,,,
OB Electro 007.jpg,Y10,49.3056,,CB,,,,,
OB Electro 008.jpg,Y10,44.0987,,CB,,,,,
OB Electro 009.jpg,Y10,46.9147,,CB,,,,,
OB Electro 010.jpg,Y10,33.1006,,CB,,,,,
OB Electro 011.jpg,Y10,37.8293,,CB,,,,,
OB Electro 012.jpg,Y10,33.8976,,CB,,,,,
OB Electro 013.jpg,Y10,32.5693,,CB,,,,,
OB Electro 014.jpg,Y10,37.7761,,CB,,,,,
OB Electro 015.jpg,Y10,52.6528,,CB,,,,,
OB FN 001.jpg,Y10,47.7116,,CB,,,,,
OB FN 002.jpg,Y10,39.2573,,CB,,,,,
OB FN 003.jpg,Y10,44.0456,,CB,,,,,
OB FN 004.jpg,Y10,27.5219,,CB,,,,,
OB FN 005.jpg,Y10,50.5276,,CB,,,,,
OB FN 006.jpg,Y10,44.4706,,CB,,,,,
OB FN 007.jpg,Y10,34.2164,,CB,,,,,
OB FN 008.jpg,Y10,44.4706,,CB,,,,,
OB FN 009.jpg,Y10,53.7154,,CB,,,,,
OB FN 010.jpg,Y10,46.6049,,CB,,,,,
OB FN 011.jpg,Y10,46.224,,CB,,,,,
OB FN 012.jpg,Y10,33.1006,,CB,,,,,
OB FN 013.jpg,Y10,34.2695,,CB,,,,,
OB FN 014.jpg,Y10,51.0058,,CB,,,,,
OB FN 015.jpg,Y10,47.5522,,CB,,,,,
PP FN 001.jpg,Y10,41.5932,,CB,,,,,
PP FN 002.jpg,Y10,42.282,,CB,,,,,
PP FN 003.jpg,Y10,42.282,,CB,,,,,
PP FN 004.jpg,Y10,45.1432,,CB,,,,,
PP FN 005.jpg,Y10,48.7992,,CB,,,,,
PP FN 006.jpg,Y10,51.6604,,CB,,,,,
PP FN 007.jpg,Y10,38.1492,,CB,,,,,
PP FN 008.jpg,Y10,49.2761,,CB,,,,,
PP FN 009.jpg,Y10,48.5343,,CB,,,,,
PP FN 010.jpg,Y10,43.6596,,CB,,,,,
PP FN 011.jpg,Y10,55.7932,,CB,,,,,
PP FN 012.jpg,Y10,43.3947,,CB,,,,,
PP FN 013.jpg,Y10,38.4671,,CB,,,,,
PP FN 014.jpg,Y10,35.5,,CB,,,,,
PP FN 015.jpg,Y10,44.9313,,CB,,,,,
PP FN 016.jpg,Y10,49.594,,CB,,,,,
PP FN 017.jpg,Y10,46.5738,,CB,,,,,
PP FN 018.jpg,Y10,45.0373,,CB,,,,,
PP FN 019.jpg,Y10,46.2559,,CB,,,,,
PP FN 020.jpg,Y10,44.2955,,CB,,,,,
PP FN 021.jpg,Y10,51.1305,,CB,,,,,
PP FN 022.jpg,Y10,51.0775,,CB,,,,,
PP FN 023.jpg,Y10,52.2432,,CB,,,,,
PP FN 024.jpg,Y10,40.6925,,CB,,,,,
PP FN 025.jpg,Y10,44.8253,,CB,,,,,
PP FN 026.jpg,Y10,42.441,,CB,,,,,
PP FN 027.jpg,Y10,44.8783,,CB,,,,,
PP FN 028.jpg,Y10,49.1171,,CB,,,,,
PP FN 029.jpg,Y10,52.826,,CB,,,,,
PP FN 030.jpg,Y10,49.541,,CB,,,,,
RB FN4 001.jpg,Y10,39.3453,,CB,,,,,
RB FN4 002.jpg,Y10,41.2215,,CB,,,,,
RB FN4(2) 001.jpg,Y10,36.3435,,CB,,,,,
RB FN4(2) 002.jpg,Y10,43.3656,,CB,,,,,
RB FN4(2) 003.jpg,Y10,40.9535,,CB,,,,,
RB FN4(2) 004.jpg,Y10,37.4156,,CB,,,,,
RB FN4(2) 005.jpg,Y10,42.6152,,CB,,,,,
RB FN4(2) 006.jpg,Y10,40.6854,,CB,,,,,
RB FN4(2) 007.jpg,Y10,44.3305,,CB,,,,,
RB FN4(2) 008.jpg,Y10,43.3656,,CB,,,,,
RB FN4(2) 009.jpg,Y10,42.0255,,CB,,,,,
RB FN4(2) 010.jpg,Y10,40.739,,CB,,,,,
RB FN4(2) 011.jpg,Y10,39.5598,,CB,,,,,
RB FN4(2) 012.jpg,Y10,40.6318,,CB,,,,,
RB FN4(2) 013.jpg,Y10,50.3878,,CB,,,,,
RB FN5 001.jpg,Y10,40.203,,CB,,,,,
RB FN5 002.jpg,Y10,42.1327,,CB,,,,,
RB FN5 003.jpg,Y10,45.5098,,CB,,,,,
RB FN5 004.jpg,Y10,47.922,,CB,,,,,
RB FN5 005.jpg,Y10,43.4728,,CB,,,,,
RB FN5 006.jpg,Y10,44.4377,,CB,,,,,
RB FN5 007.jpg,Y10,43.7945,,CB,,,,,
RB FN5 008.jpg,Y10,43.312,,CB,,,,,
RB FN5 009.jpg,Y10,42.6152,,CB,,,,,
RB FN5 010.jpg,Y10,47.0107,,CB,,,,,
RB FN5 011.jpg,Y10,43.1512,,CB,,,,,
RB FN5 012.jpg,Y10,43.7945,,CB,,,,,
RB FN5 013.jpg,Y10,44.9202,,CB,,,,,
RB FN8 001.jpg,Y10,47.7076,,CB,,,,,
RB FN8 002.jpg,Y10,42.0791,,CB,,,,,
SQ FN 003.jpg,Y10,42.085,,CB,,,,,
SQ FN 004.jpg,Y10,46.0152,,CB,,,,,
SQ FN 005.jpg,Y10,43.3951,,CB,,,,,
SQ FN 006.jpg,Y10,43.1767,,CB,,,,,
SQ FN 007.jpg,Y10,48.5261,,CB,,,,,
